,class,operation,time
239,honest,sign,6
240,honest,sign,4
241,honest,sign,1
242,honest,sign,3
243,honest,sign,2
244,honest,sign,6
245,honest,sign,11
246,honest,sign,2
247,honest,sign,2
248,honest,sign,6
249,honest,sign,8
250,honest,sign,5
251,honest,sign,2
252,honest,sign,3
253,honest,sign,1
254,honest,sign,4
255,honest,sign,2
256,honest,sign,1
257,honest,sign,5
258,honest,sign,2
259,honest,sign,1
260,honest,verify,20
261,honest,verify,14
262,honest,verify,9
263,honest,verify,26
264,honest,verify,8
265,honest,verify,28
266,honest,verify,37
267,honest,verify,30
268,honest,verify,11
269,honest,verify,22
270,honest,verify,12
271,honest,verify,25
272,honest,verify,24
273,honest,verify,25
274,honest,verify,28
275,honest,verify,8
276,honest,verify,15
277,honest,verify,12
278,honest,verify,31
279,honest,verify,36
280,honest,verify,27
281,honest,verify,20
282,honest,verify,22
283,honest,verify,27
284,honest,verify,11
285,honest,verify,11
286,honest,verify,25
287,honest,verify,15
288,honest,verify,17
289,honest,verify,27
290,honest,verify,23
291,honest,verify,17
292,honest,verify,20
293,honest,verify,29
294,honest,verify,26
295,honest,verify,15
296,honest,verify,8
297,honest,verify,22
298,honest,verify,20
299,honest,verify,25
300,honest,verify,3
301,honest,verify,23
302,honest,verify,22
303,honest,verify,7
304,honest,verify,17
305,honest,verify,24
306,honest,verify,28
307,honest,verify,25
308,honest,verify,22
309,honest,verify,23
310,honest,verify,23
311,honest,verify,23
312,honest,verify,11
313,honest,verify,9
314,honest,verify,28
315,honest,verify,14
316,honest,verify,20
317,honest,verify,24
318,honest,verify,10
319,honest,verify,18
320,honest,verify,19
321,honest,verify,21
322,honest,verify,29
323,honest,verify,11
324,honest,verify,32
325,honest,verify,26
326,honest,verify,16
327,honest,verify,19
328,honest,verify,19
329,honest,verify,22
330,honest,verify,21
331,honest,verify,30
332,honest,verify,9
333,honest,verify,25
334,honest,verify,24
335,honest,verify,8
336,honest,verify,30
337,honest,verify,15
338,honest,verify,10
339,honest,verify,4
340,honest,verify,19
341,honest,verify,20
342,honest,verify,1
343,honest,verify,16
344,honest,verify,20
345,honest,verify,19
346,honest,verify,8
347,honest,verify,16
348,honest,verify,12
349,honest,verify,28
350,honest,verify,6
351,honest,verify,23
352,honest,verify,18
353,honest,verify,27
354,honest,verify,5
355,honest,verify,23
356,honest,verify,10
357,honest,verify,29
358,honest,verify,25
359,honest,verify,15
360,honest,verify,33
361,honest,verify,7
362,honest,verify,23
363,honest,verify,14
364,honest,verify,25
365,honest,verify,20
366,honest,verify,18
367,honest,verify,28
368,honest,verify,17
369,honest,verify,26
370,honest,verify,4
371,honest,verify,12
372,honest,verify,18
373,honest,verify,26
374,honest,verify,5
375,honest,verify,2
376,honest,verify,20
377,honest,verify,21
378,honest,verify,32
379,honest,verify,8
380,honest,verify,21
381,honest,verify,5
382,honest,verify,11
383,honest,verify,15
384,honest,verify,26
385,honest,verify,15
386,honest,verify,31
387,honest,verify,18
388,honest,verify,5
389,honest,verify,30
390,honest,verify,22
391,honest,verify,33
392,honest,verify,3
393,honest,verify,23
394,honest,verify,21
395,honest,verify,8
396,honest,verify,31
397,honest,verify,13
398,honest,verify,1
399,honest,verify,22
400,honest,verify,19
401,honest,verify,24
402,honest,verify,11
403,honest,verify,25
404,honest,verify,12
405,honest,verify,24
406,honest,verify,15
407,honest,verify,8
408,honest,verify,24
409,honest,verify,13
410,honest,verify,15
411,honest,verify,29
412,honest,verify,10
413,honest,verify,19
414,honest,verify,25
415,honest,verify,26
416,honest,verify,25
417,honest,verify,24
418,honest,verify,7
419,honest,verify,11
420,honest,verify,21
421,honest,verify,31
422,honest,verify,25
423,honest,verify,21
424,honest,verify,20
425,honest,verify,4
426,honest,verify,30
427,honest,verify,29
428,honest,verify,11
429,honest,verify,3
430,honest,verify,14
431,honest,verify,30
432,honest,verify,17
433,honest,verify,14
434,honest,verify,21
435,honest,verify,22
436,honest,verify,8
437,honest,verify,21
438,honest,verify,29
439,honest,verify,22
440,honest,verify,16
441,honest,verify,27
442,honest,verify,38
443,honest,verify,18
444,honest,verify,17
445,honest,verify,25
446,honest,verify,19
447,honest,verify,26
448,honest,verify,13
449,honest,verify,14
450,honest,verify,18
451,honest,verify,16
452,honest,verify,18
453,honest,verify,19
454,honest,verify,2
455,honest,verify,24
456,honest,verify,12
457,honest,verify,27
458,honest,verify,15
459,honest,verify,22
460,honest,verify,31
461,honest,verify,14
462,honest,verify,25
463,honest,verify,25
464,honest,verify,28
465,honest,verify,10
466,honest,verify,29
467,honest,verify,19
468,honest,verify,33
469,honest,verify,24
470,honest,verify,29
471,honest,verify,14
472,honest,verify,23
473,honest,verify,11
474,honest,verify,28
475,honest,verify,15
476,honest,verify,34
477,honest,verify,3
478,honest,verify,30
479,honest,verify,21
480,honest,verify,30
481,honest,verify,23
482,honest,verify,25
483,honest,verify,30
484,honest,verify,10
485,honest,verify,23
486,honest,verify,8
487,honest,verify,31
488,honest,verify,22
489,honest,verify,3
490,honest,verify,3
491,honest,verify,28
492,honest,verify,35
493,honest,verify,2
494,honest,verify,27
495,honest,verify,7
496,honest,verify,13
497,honest,verify,25
498,honest,verify,14
499,honest,verify,24
500,honest,verify,18
501,honest,verify,12
502,honest,verify,28
503,honest,verify,29
504,honest,verify,23
505,honest,verify,23
506,honest,verify,17
507,honest,verify,24
508,honest,verify,21
509,honest,verify,14
510,honest,verify,17
511,honest,verify,31
512,honest,verify,19
513,honest,verify,13
514,honest,verify,10
515,honest,verify,24
516,honest,verify,12
517,honest,verify,35
518,honest,verify,11
519,honest,verify,23
520,honest,verify,9
521,honest,verify,23
522,honest,verify,22
523,honest,verify,13
524,honest,verify,32
525,honest,verify,22
526,honest,verify,23
527,honest,verify,25
528,honest,verify,26
529,honest,verify,25
530,honest,verify,20
531,honest,verify,24
532,honest,verify,22
533,honest,verify,31
534,honest,verify,20
535,honest,verify,19
536,honest,verify,19
537,honest,verify,9
538,honest,verify,24
539,honest,verify,32
540,honest,verify,19
541,honest,verify,16
542,honest,verify,20
543,honest,verify,17
544,honest,verify,12
545,honest,verify,4
546,honest,verify,12
547,honest,verify,11
548,honest,verify,2
549,honest,verify,18
550,honest,verify,4
551,honest,verify,18
552,honest,verify,19
553,honest,verify,15
554,honest,verify,6
555,honest,verify,8
556,honest,verify,20
557,honest,verify,31
558,honest,verify,14
559,honest,verify,35
560,honest,verify,10
561,honest,verify,19
562,honest,verify,30
563,honest,verify,1
564,honest,verify,15
565,honest,verify,13
566,honest,verify,21
567,honest,verify,2
568,honest,verify,26
569,honest,verify,32
570,honest,verify,25
571,honest,verify,24
572,honest,verify,16
573,honest,verify,29
574,honest,verify,10
575,honest,verify,23
576,honest,verify,7
577,honest,verify,5
578,honest,verify,23
579,honest,verify,21
580,honest,verify,29
581,honest,verify,33
582,honest,verify,9
583,honest,verify,20
584,honest,verify,4
585,honest,verify,23
586,honest,verify,6
587,honest,verify,2
588,honest,verify,13
589,honest,verify,35
590,honest,verify,26
591,honest,verify,19
592,honest,verify,4
593,honest,verify,22
594,honest,verify,18
595,honest,verify,31
596,honest,verify,7
597,honest,verify,20
598,honest,verify,2
599,honest,verify,25
600,honest,verify,22
601,honest,verify,14
602,honest,verify,23
603,honest,verify,12
604,honest,verify,3
605,smart,sign,29
606,smart,sign,29
607,smart,sign,26
608,smart,sign,28
609,smart,sign,23
610,smart,sign,26
611,smart,sign,28
612,smart,sign,26
613,smart,sign,29
614,smart,sign,29
615,smart,sign,26
616,smart,sign,29
617,smart,sign,29
618,smart,sign,29
619,smart,sign,27
620,smart,sign,28
621,smart,sign,28
622,smart,sign,30
623,smart,sign,29
624,smart,sign,24
625,smart,sign,30
626,smart,sign,28
627,smart,sign,27
628,smart,sign,27
629,smart,sign,29
630,smart,sign,29
631,smart,sign,27
632,smart,sign,29
633,smart,sign,27
634,smart,sign,24
635,smart,sign,28
636,smart,sign,27
637,smart,sign,28
638,smart,sign,30
639,smart,sign,30
640,smart,sign,28
641,smart,sign,30
642,smart,sign,29
643,smart,sign,29
644,smart,sign,29
645,smart,sign,29
646,smart,sign,28
647,smart,sign,26
648,smart,sign,27
649,smart,sign,30
650,smart,sign,26
651,smart,sign,28
652,smart,sign,30
653,smart,sign,29
654,smart,sign,28
655,smart,sign,26
656,smart,sign,23
657,smart,sign,29
658,smart,sign,21
659,smart,sign,28
660,smart,sign,27
661,smart,sign,23
662,smart,sign,28
663,smart,sign,19
664,smart,sign,24
665,smart,sign,29
666,smart,sign,28
667,smart,sign,28
668,smart,sign,26
669,smart,sign,26
670,smart,sign,30
671,smart,sign,30
672,smart,sign,29
673,smart,sign,29
674,smart,sign,28
675,smart,sign,29
676,smart,sign,28
677,smart,sign,25
678,smart,sign,25
679,smart,sign,27
680,smart,sign,28
681,smart,sign,29
682,smart,sign,29
683,smart,sign,26
684,smart,sign,27
685,smart,sign,29
686,smart,sign,28
687,smart,sign,29
688,smart,sign,27
689,smart,sign,26
690,smart,sign,24
691,smart,sign,29
692,smart,sign,29
693,smart,sign,29
694,smart,sign,25
695,smart,sign,29
696,smart,sign,29
697,smart,sign,23
698,smart,sign,29
699,smart,sign,28
700,smart,sign,28
701,smart,sign,28
702,smart,sign,28
703,smart,sign,27
704,smart,sign,29
705,smart,sign,25
706,smart,sign,25
707,smart,sign,25
708,smart,sign,28
709,smart,sign,27
710,smart,sign,27
711,smart,sign,29
712,smart,sign,27
713,smart,sign,29
714,smart,sign,29
715,smart,sign,28
716,smart,sign,28
717,smart,sign,30
718,smart,sign,30
719,smart,sign,29
720,smart,sign,29
721,smart,sign,28
722,smart,sign,29
723,smart,sign,29
724,smart,sign,28
725,smart,sign,28
726,smart,sign,29
727,smart,sign,29
728,smart,sign,29
729,smart,sign,30
730,smart,sign,30
731,smart,sign,30
732,smart,sign,30
733,smart,sign,29
734,smart,sign,27
735,smart,sign,25
736,smart,sign,29
737,smart,sign,27
738,smart,sign,24
739,smart,sign,25
740,smart,sign,29
741,smart,sign,29
742,smart,sign,30
743,smart,sign,28
744,smart,sign,29
745,smart,sign,29
746,smart,sign,26
747,smart,sign,26
748,smart,sign,28
749,smart,sign,28
750,smart,sign,26
751,smart,sign,29
752,smart,sign,17
753,smart,sign,28
754,smart,sign,27
755,smart,sign,28
756,smart,sign,19
757,smart,sign,28
758,smart,sign,22
759,smart,sign,23
760,smart,sign,29
761,smart,sign,24
762,smart,sign,27
763,smart,sign,27
764,smart,sign,26
765,smart,sign,28
766,smart,sign,29
767,smart,sign,29
768,smart,sign,27
769,smart,sign,27
770,smart,sign,29
771,smart,sign,29
772,smart,sign,28
773,smart,sign,24
774,smart,sign,29
775,smart,sign,28
776,smart,sign,27
777,smart,sign,27
778,smart,sign,29
779,smart,sign,29
780,smart,sign,25
781,smart,sign,25
782,smart,sign,26
783,smart,sign,27
784,smart,sign,28
785,smart,sign,30
786,smart,sign,24
787,smart,sign,29
788,smart,sign,30
789,smart,sign,29
790,smart,sign,30
791,smart,sign,28
792,smart,sign,27
793,smart,sign,28
794,smart,sign,28
795,smart,sign,29
796,smart,sign,28
797,smart,sign,23
798,smart,sign,25
799,smart,sign,28
800,smart,sign,30
801,smart,sign,28
802,smart,sign,30
803,smart,sign,23
804,smart,sign,29
805,smart,sign,29
806,smart,sign,29
807,smart,sign,26
808,smart,sign,28
809,smart,sign,29
810,smart,sign,29
811,smart,sign,28
812,smart,sign,28
813,smart,sign,29
814,smart,sign,29
815,smart,sign,30
816,smart,sign,28
817,smart,sign,29
818,smart,sign,30
819,smart,sign,30
820,smart,sign,29
821,smart,sign,29
822,smart,sign,29
823,smart,sign,24
824,smart,sign,27
825,smart,sign,29
826,smart,sign,26
827,smart,sign,26
828,smart,sign,28
829,smart,sign,23
830,smart,sign,28
831,smart,sign,27
832,smart,sign,29
833,smart,sign,27
834,smart,sign,27
835,smart,sign,30
836,smart,sign,30
837,smart,sign,29
838,smart,sign,23
839,smart,sign,29
840,smart,sign,29
841,smart,sign,28
842,smart,sign,26
843,smart,sign,26
844,smart,sign,28
845,smart,sign,29
846,smart,sign,18
847,smart,sign,27
848,smart,sign,25
849,smart,sign,25
850,smart,sign,28
851,smart,sign,25
852,smart,sign,23
853,smart,sign,28
854,smart,sign,27
855,smart,sign,30
856,smart,sign,30
857,smart,sign,28
858,smart,sign,27
859,smart,sign,25
860,smart,sign,28
861,smart,sign,30
862,smart,sign,30
863,smart,sign,30
864,smart,sign,29
865,smart,sign,29
866,smart,sign,26
867,smart,sign,5
868,smart,sign,27
869,smart,sign,30
870,smart,sign,30
871,smart,sign,28
872,smart,sign,30
873,smart,sign,28
874,smart,sign,29
875,smart,sign,30
876,smart,sign,23
877,smart,sign,29
878,smart,sign,29
879,smart,sign,28
880,smart,sign,30
881,smart,sign,30
882,smart,sign,29
883,smart,sign,28
884,smart,sign,27
885,smart,sign,18
886,smart,sign,28
887,smart,sign,29
888,smart,sign,28
889,smart,sign,23
890,smart,sign,29
891,smart,sign,26
892,smart,sign,29
893,smart,sign,24
894,smart,sign,27
895,smart,sign,28
896,smart,sign,30
897,smart,sign,28
898,smart,sign,29
899,smart,sign,27
900,smart,sign,29
901,smart,sign,27
902,smart,sign,29
903,smart,sign,28
904,smart,sign,27
905,smart,sign,29
906,smart,sign,28
907,smart,sign,8
908,smart,sign,28
909,smart,sign,27
910,smart,sign,25
911,smart,sign,27
912,smart,sign,21
913,smart,sign,27
914,smart,sign,26
915,smart,sign,28
916,smart,sign,28
917,smart,sign,30
918,smart,sign,29
919,smart,sign,29
920,smart,sign,30
921,smart,sign,28
922,smart,sign,26
923,smart,sign,27
924,smart,sign,29
925,smart,sign,30
926,smart,sign,22
927,smart,sign,30
928,smart,sign,28
929,smart,sign,26
930,smart,sign,27
931,smart,sign,28
932,smart,sign,28
933,smart,sign,26
934,smart,sign,28
935,smart,sign,30
936,smart,sign,26
937,smart,sign,24
938,smart,sign,29
939,smart,sign,30
940,smart,sign,30
941,smart,sign,27
942,smart,sign,29
943,smart,sign,29
944,smart,sign,26
945,smart,sign,29
946,smart,sign,27
947,smart,sign,28
948,smart,sign,26
949,smart,sign,25
950,smart,sign,29
951,smart,sign,29
952,smart,sign,25
953,smart,sign,27
954,smart,sign,29
955,smart,sign,29
956,smart,sign,27
957,smart,sign,27
958,smart,sign,28
959,smart,sign,28
960,smart,sign,29
961,smart,sign,25
962,smart,sign,26
963,smart,sign,26
964,smart,sign,29
965,smart,sign,30
966,smart,verify,34
967,smart,verify,41
968,smart,verify,47
969,smart,verify,56
970,smart,verify,43
971,smart,verify,54
972,smart,verify,52
973,smart,verify,37
974,smart,verify,54
975,smart,verify,48
976,smart,verify,40
977,smart,verify,47
978,smart,verify,37
979,smart,verify,51
980,smart,verify,57
981,smart,verify,33
982,smart,verify,53
983,smart,verify,33
984,smart,verify,55
985,smart,verify,46
986,smart,verify,37
987,smart,verify,50
988,smart,verify,45
989,smart,verify,42
990,smart,verify,39
991,smart,verify,37
992,smart,verify,46
993,smart,verify,50
994,smart,verify,36
995,smart,verify,28
996,smart,verify,35
997,smart,verify,27
998,smart,verify,34
999,smart,verify,49
1000,smart,verify,53
1001,smart,verify,53
1002,smart,verify,57
1003,smart,verify,38
1004,smart,verify,50
1005,smart,verify,57
1006,smart,verify,30
1007,smart,verify,41
1008,smart,verify,48
1009,smart,verify,51
1010,smart,verify,34
1011,smart,verify,33
1012,smart,verify,42
1013,smart,verify,31
1014,smart,verify,59
1015,smart,verify,38
1016,smart,verify,49
1017,smart,verify,29
1018,smart,verify,44
1019,smart,verify,21
1020,smart,verify,36
1021,smart,verify,52
1022,smart,verify,43
1023,smart,verify,34
1024,smart,verify,35
1025,smart,verify,43
1026,smart,verify,42
1027,smart,verify,49
1028,smart,verify,34
1029,smart,verify,54
1030,smart,verify,40
1031,smart,verify,34
1032,smart,verify,54
1033,smart,verify,42
1034,smart,verify,54
1035,smart,verify,52
1036,smart,verify,50
1037,smart,verify,36
1038,smart,verify,48
1039,smart,verify,38
1040,smart,verify,52
1041,smart,verify,46
1042,smart,verify,42
1043,smart,verify,46
1044,smart,verify,41
1045,smart,verify,42
1046,smart,verify,41
1047,smart,verify,51
1048,smart,verify,39
1049,smart,verify,48
1050,smart,verify,51
1051,smart,verify,31
1052,smart,verify,54
1053,smart,verify,54
1054,smart,verify,45
1055,smart,verify,50
1056,smart,verify,50
1057,smart,verify,56
1058,smart,verify,46
1059,smart,verify,34
1060,smart,verify,54
1061,smart,verify,51
1062,smart,verify,49
1063,smart,verify,53
1064,smart,verify,40
1065,smart,verify,48
1066,smart,verify,51
1067,smart,verify,38
1068,smart,verify,45
1069,smart,verify,31
1070,smart,verify,43
1071,smart,verify,52
1072,smart,verify,40
1073,smart,verify,38
1074,smart,verify,55
1075,smart,verify,43
1076,smart,verify,48
1077,smart,verify,28
1078,smart,verify,30
1079,smart,verify,39
1080,smart,verify,34
1081,smart,verify,42
1082,smart,verify,29
1083,smart,verify,31
1084,smart,verify,36
1085,smart,verify,51
1086,smart,verify,28
1087,smart,verify,2
1088,smart,verify,46
1089,smart,verify,42
1090,smart,verify,42
1091,smart,verify,38
1092,smart,verify,57
1093,smart,verify,53
1094,smart,verify,51
1095,smart,verify,39
1096,smart,verify,27
1097,smart,verify,43
1098,smart,verify,37
1099,smart,verify,43
1100,smart,verify,41
1101,smart,verify,35
1102,smart,verify,40
1103,smart,verify,59
1104,smart,verify,51
1105,smart,verify,40
1106,smart,verify,38
1107,smart,verify,40
1108,smart,verify,42
1109,smart,verify,47
1110,smart,verify,48
1111,smart,verify,42
1112,smart,verify,26
1113,smart,verify,42
1114,smart,verify,42
1115,smart,verify,49
1116,smart,verify,40
1117,smart,verify,40
1118,smart,verify,19
1119,smart,verify,53
1120,smart,verify,46
1121,smart,verify,23
1122,smart,verify,49
1123,smart,verify,49
1124,smart,verify,42
1125,smart,verify,44
1126,smart,verify,46
1127,smart,verify,44
1128,smart,verify,46
1129,smart,verify,54
1130,smart,verify,41
1131,smart,verify,43
1132,smart,verify,29
1133,smart,verify,43
1134,smart,verify,52
1135,smart,verify,41
1136,smart,verify,52
1137,smart,verify,43
1138,smart,verify,45
1139,smart,verify,33
1140,smart,verify,33
1141,smart,verify,48
1142,smart,verify,46
1143,smart,verify,28
1144,smart,verify,26
1145,smart,verify,42
1146,smart,verify,54
1147,smart,verify,32
1148,smart,verify,31
1149,smart,verify,58
1150,smart,verify,50
1151,smart,verify,37
1152,smart,verify,45
1153,smart,verify,41
1154,smart,verify,52
1155,smart,verify,37
1156,smart,verify,39
1157,smart,verify,52
1158,smart,verify,40
1159,smart,verify,39
1160,smart,verify,40
1161,smart,verify,52
1162,smart,verify,32
1163,smart,verify,42
1164,smart,verify,56
1165,smart,verify,41
1166,smart,verify,49
1167,smart,verify,54
1168,smart,verify,5
1169,smart,verify,39
1170,smart,verify,55
1171,smart,verify,44
1172,smart,verify,38
1173,smart,verify,29
1174,smart,verify,28
1175,smart,verify,45
1176,smart,verify,36
1177,smart,verify,50
1178,smart,verify,42
1179,smart,verify,29
1180,smart,verify,35
1181,smart,verify,53
1182,smart,verify,37
1183,smart,verify,43
1184,smart,verify,53
1185,smart,verify,48
1186,smart,verify,25
1187,smart,verify,42
1188,smart,verify,46
1189,smart,verify,46
1190,smart,verify,40
1191,smart,verify,53
1192,smart,verify,41
1193,smart,verify,47
1194,smart,verify,50
1195,smart,verify,41
1196,smart,verify,31
1197,smart,verify,35
1198,smart,verify,47
1199,smart,verify,49
1200,smart,verify,33
1201,smart,verify,40
1202,smart,verify,56
1203,smart,verify,30
1204,smart,verify,53
1205,smart,verify,42
1206,smart,verify,49
1207,smart,verify,51
1208,smart,verify,29
1209,smart,verify,42
1210,smart,verify,50
1211,smart,verify,45
1212,smart,verify,25
1213,smart,verify,54
1214,smart,verify,39
1215,smart,verify,44
1216,smart,verify,54
1217,smart,verify,31
1218,smart,verify,57
1219,smart,verify,49
1220,smart,verify,51
1221,smart,verify,44
1222,smart,verify,39
1223,smart,verify,47
1224,smart,verify,48
1225,smart,verify,49
1226,smart,verify,42
1227,smart,verify,50
1228,smart,verify,48
1229,smart,verify,30
1230,smart,verify,16
1231,smart,verify,49
1232,smart,verify,54
1233,smart,verify,47
1234,smart,verify,28
1235,smart,verify,56
1236,smart,verify,34
1237,smart,verify,52
1238,smart,verify,49
1239,smart,verify,23
1240,smart,verify,41
1241,smart,verify,44
1242,smart,verify,51
1243,smart,verify,38
1244,smart,verify,31
1245,smart,verify,46
1246,smart,verify,53
1247,smart,verify,40
1248,smart,verify,28
1249,smart,verify,54
1250,smart,verify,29
1251,smart,verify,42
1252,smart,verify,23
1253,smart,verify,52
1254,smart,verify,26
1255,smart,verify,56
1256,smart,verify,50
1257,smart,verify,47
1258,smart,verify,39
1259,smart,verify,30
1260,smart,verify,41
1261,smart,verify,32
1262,smart,verify,52
1263,smart,verify,44
1264,smart,verify,42
1265,smart,verify,41
1266,smart,verify,41
1267,smart,verify,42
1268,smart,verify,49
1269,smart,verify,39
1270,smart,verify,14
1271,smart,verify,53
1272,smart,verify,40
1273,smart,verify,41
1274,smart,verify,52
1275,smart,verify,22
1276,smart,verify,51
1277,smart,verify,48
1278,smart,verify,52
1279,smart,verify,52
1280,smart,verify,36
1281,smart,verify,48
1282,smart,verify,42
1283,smart,verify,48
1284,smart,verify,39
1285,smart,verify,32
1286,smart,verify,34
1287,smart,verify,47
1288,smart,verify,45
1289,smart,verify,48
1290,smart,verify,56
1291,smart,verify,28
1292,smart,verify,44
1293,smart,verify,47
1294,smart,verify,46
1295,smart,verify,42
1296,smart,verify,48
1297,smart,verify,40
1298,smart,verify,37
1299,smart,verify,43
1300,smart,verify,27
1301,smart,verify,49
1302,smart,verify,57
1303,smart,verify,42
1304,smart,verify,53
1305,smart,verify,48
1306,smart,verify,33
1307,smart,verify,51
1308,smart,verify,39
1309,smart,verify,49
1310,smart,verify,48
1311,smart,verify,42
1312,smart,verify,37
1313,smart,verify,41
1314,smart,verify,35
1315,smart,verify,36
1316,smart,verify,46
1317,smart,verify,55
1318,smart,verify,48
1319,smart,verify,32
1320,smart,verify,46
1321,smart,verify,52
1322,smart,verify,41
1323,smart,verify,52
1324,smart,verify,35
1325,smart,verify,31
1326,smart,verify,42
1327,smart,verify,46
1328,smart,verify,46
1329,blind,sign,18
1330,blind,sign,25
1331,blind,sign,26
1332,blind,sign,20
1333,blind,sign,24
1334,blind,sign,13
1335,blind,sign,17
1336,blind,sign,29
1337,blind,sign,17
1338,blind,sign,17
1339,blind,sign,23
1340,blind,sign,13
1341,blind,sign,22
1342,blind,sign,10
1343,blind,sign,1
1344,blind,sign,22
1345,blind,sign,14
1346,blind,sign,29
1347,blind,sign,17
1348,blind,sign,9
1349,blind,verify,18
1350,blind,verify,26
1351,blind,verify,40
1352,blind,verify,43
1353,blind,verify,41
1354,blind,verify,31
1355,blind,verify,16
1356,blind,verify,8
1357,blind,verify,22
1358,blind,verify,46
1359,blind,verify,40
1360,blind,verify,16
1361,blind,verify,10
